,TEAM,MINS,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP
J. Lazaro,ADMU,266.4833333332,38.0,98.0,38.775510204081634,32.0,82.0,39.02439024390244,6.0,16.0,37.5,10.0,27.0,37.03703703703704,92.0,33.0,46.0,79.0,18.0,14.0,9.0,4.0,13.0,26.0,34.0,-72.0,3.0,12.0
K. Porter,ADMU,287.3166666667,31.0,97.0,31.95876288659794,21.0,57.0,36.8421052631579,10.0,40.0,25.0,13.0,29.0,44.827586206896555,85.0,29.0,58.0,87.0,8.0,10.0,11.0,5.0,16.0,24.0,18.0,-80.0,4.0,13.0
S. Quitevis,ADMU,337.9333333334,12.0,44.0,27.272727272727273,8.0,23.0,34.78260869565217,4.0,21.0,19.047619047619047,11.0,13.0,84.61538461538461,39.0,7.0,21.0,28.0,26.0,10.0,10.0,0.0,10.0,39.0,15.0,-68.0,4.0,13.0
S. Tuano,ADMU,253.15,51.0,105.0,48.57142857142857,48.0,87.0,55.172413793103445,3.0,18.0,16.666666666666668,24.0,54.0,44.44444444444444,129.0,17.0,20.0,37.0,12.0,26.0,11.0,0.0,11.0,19.0,37.0,-41.0,4.0,13.0
K. Ong,ADMU,68.3333333333,5.0,9.0,55.55555555555556,5.0,9.0,55.55555555555556,0.0,0.0,0.0,2.0,6.0,33.333333333333336,12.0,5.0,10.0,15.0,1.0,1.0,0.0,5.0,5.0,13.0,5.0,-2.0,2.0,9.0
W. Espina,ADMU,91.66666666649999,7.0,30.0,23.333333333333332,3.0,11.0,27.272727272727273,4.0,19.0,21.05263157894737,4.0,7.0,57.142857142857146,22.0,3.0,5.0,8.0,7.0,6.0,5.0,1.0,6.0,12.0,4.0,-1.0,4.0,13.0
C. Koon,ADMU,272.4666666666,28.0,96.0,29.166666666666668,15.0,48.0,31.25,13.0,48.0,27.083333333333332,12.0,24.0,50.0,81.0,10.0,37.0,47.0,22.0,13.0,8.0,0.0,8.0,26.0,31.0,-56.0,4.0,11.0
M. Asoro,ADMU,5.3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,1.0
K. Gamber,ADMU,64.5666666667,7.0,26.0,26.923076923076923,0.0,6.0,0.0,7.0,20.0,35.0,1.0,1.0,100.0,22.0,0.0,7.0,7.0,3.0,7.0,1.0,0.0,1.0,5.0,1.0,-18.0,3.0,11.0
F. Edu,ADMU,28.666666666700003,2.0,4.0,50.0,2.0,3.0,66.66666666666667,0.0,1.0,0.0,1.0,4.0,25.0,5.0,4.0,2.0,6.0,2.0,1.0,1.0,0.0,1.0,5.0,3.0,8.0,3.0,7.0
I. Espinosa,ADMU,221.2,21.0,60.0,35.0,15.0,35.0,42.857142857142854,6.0,25.0,24.0,18.0,26.0,69.23076923076923,66.0,5.0,30.0,35.0,28.0,12.0,11.0,3.0,14.0,18.0,41.0,-28.0,4.0,13.0
J. Bahay,ADMU,307.31666666670003,43.0,154.0,27.92207792207792,25.0,62.0,40.32258064516129,18.0,92.0,19.565217391304348,31.0,45.0,68.88888888888889,135.0,11.0,27.0,38.0,53.0,19.0,8.0,0.0,8.0,25.0,41.0,-52.0,4.0,13.0
M. Reyes,ADMU,15.8333333333,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,1.0,3.0
A. Dela Cruz,ADMU,5.9666666667,1.0,3.0,33.333333333333336,1.0,3.0,33.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
A. Bongo,ADMU,265.65,26.0,85.0,30.58823529411765,8.0,24.0,33.333333333333336,18.0,61.0,29.508196721311474,18.0,22.0,81.81818181818181,88.0,15.0,34.0,49.0,19.0,8.0,9.0,2.0,11.0,26.0,20.0,-21.0,4.0,13.0
A. Balogun,ADMU,131.95000000000002,9.0,31.0,29.032258064516128,9.0,27.0,33.333333333333336,0.0,4.0,0.0,19.0,30.0,63.333333333333336,37.0,20.0,23.0,43.0,2.0,11.0,4.0,4.0,8.0,22.0,26.0,-35.0,3.0,12.0
